学科,分层,期刊全称,ISO缩写,2025 JIF,最佳JIF分区,最佳JCI分区,年发文量,易投指数0-5,出版商分组,版面费参考(须官网核实)
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,Current Research in Biotechnology,CURR RES BIOTECHNOL,6.7,Q1,Q1,69.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2-Q1且IF小于5,HUMAN GENE THERAPY,HUM GENE THER,4.6,Q1,Q2,62.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,GENE THERAPY,GENE THER,5.9,Q1,Q1,56.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2-Q1且IF小于5,STEM CELLS,STEM CELLS,4.8,Q1,Q2,56.0,1,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,Journal of Zhejiang University-SCIENCE B,J ZHEJIANG UNIV-SC B,5.7,Q1,Q2,42.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,Current Opinion in Chemical Engineering,CURR OPIN CHEM ENG,8.6,Q1,Q1,36.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,aBIOTECH,ABIOTECH,8.5,Q1,Q1,36.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,Artificial Cells Nanomedicine and Biotechnology,ARTIF CELL NANOMED B,5.6,Q1,Q2,34.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,ANNALS OF MICROBIOLOGY,ANN MICROBIOL,5.1,Q1,Q2,34.0,0,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,Frontiers in Genome Editing,FRONT GENOME EDIT,5.9,Q1,Q2,28.0,0,Frontiers,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,Engineering Microbiology,ENG MICROBIOL,6.1,Q1,Q2,25.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,Advanced Biotechnology,ADV BIOTECHNOL-SING,8.8,Q1,Q1,23.0,0,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,BioDesign Research,BIODESIGN RES,7.2,Q1,Q2,21.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2-Q1且IF小于5,Synthetic Biology,SYN BIOL,4.7,Q1,Q2,18.0,0,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,MUTAT RES-REV MUTAT,6.5,Q1,Q1,17.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,CRITICAL REVIEWS IN BIOTECHNOLOGY,CRIT REV BIOTECHNOL,8.7,Q1,Q2,0.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2补-Q1且IF5到10,CURRENT OPINION IN BIOTECHNOLOGY,CURR OPIN BIOTECH,7.8,Q1,Q2,0.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,BMC GENOMICS,BMC GENOMICS,3.9,Q2,Q1,1227.0,5,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Fermentation-Basel,FERMENTATION-BASEL,4.1,Q2,Q2,615.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,APPL ENVIRON MICROB,4.2,Q2,Q1,586.0,4,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Human Vaccines & Immunotherapeutics,HUM VACC IMMUNOTHER,4.2,Q2,Q2,411.0,3,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Biocatalysis and Agricultural Biotechnology,BIOCATAL AGR BIOTECH,4.6,Q2,Q1,401.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,WORLD J MICROB BIOT,4.7,Q2,Q2,372.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Biochemical Engineering Journal,BIOCHEM ENG J,3.6,Q2,Q2,331.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,JOURNAL OF APPLIED PHYCOLOGY,J APPL PHYCOL,3.6,Q2,Q1,317.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY,APPL BIOCHEM BIOTECH,3.5,Q2,Q2,314.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,BIOTECHNOLOGY AND BIOENGINEERING,BIOTECHNOL BIOENG,3.9,Q2,Q2,237.0,3,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,PROCESS BIOCHEMISTRY,PROCESS BIOCHEM,4.4,Q2,Q2,232.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,APPL MICROBIOL BIOT,4.7,Q2,Q2,230.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,FOOD AND BIOPRODUCTS PROCESSING,FOOD BIOPROD PROCESS,4.7,Q2,Q2,222.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,JOURNAL OF BIOTECHNOLOGY,J BIOTECHNOL,4.0,Q2,Q2,213.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,JOURNAL OF FOOD PROTECTION,J FOOD PROTECT,3.7,Q2,Q2,199.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,INT BIODETER BIODEGR,4.4,Q2,Q2,193.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,GENOMICS,GENOMICS,3.6,Q2,Q2,188.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,AMB Express,AMB EXPRESS,3.9,Q2,Q2,179.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,BIOLOGICAL CONTROL,BIOL CONTROL,4.0,Q2,Q1,173.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Biotechnology Journal,BIOTECHNOL J,3.7,Q2,Q2,155.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,ENZYME AND MICROBIAL TECHNOLOGY,ENZYME MICROB TECH,3.9,Q2,Q2,149.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,BMC BIOTECHNOLOGY,BMC BIOTECHNOL,4.8,Q2,Q1,147.0,3,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Synthetic and Systems Biotechnology,SYN SYST BIOTECHNO,4.8,Q2,Q1,144.0,2,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Biofuels Bioproducts & Biorefining-Biofpr,BIOFUEL BIOPROD BIOR,3.8,Q2,Q3,143.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,BIOPROCESS AND BIOSYSTEMS ENGINEERING,BIOPROC BIOSYST ENG,4.3,Q2,Q2,130.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,JOURNAL OF GENERAL VIROLOGY,J GEN VIROL,3.8,Q2,Q2,125.0,2,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,BIODEGRADATION,BIODEGRADATION,4.2,Q2,Q2,104.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,MOLECULAR PLANT-MICROBE INTERACTIONS,MOL PLANT MICROBE IN,3.9,Q2,Q2,82.0,1,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,BioTech,BIOTECH-BASEL,3.6,Q2,Q3,76.0,1,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Nanomedicine,NANOMEDICINE-UK,4.6,Q2,Q3,73.0,1,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Systems Microbiology and Biomanufacturing,SYST MICROBIOL BIOM,3.5,Q2,Q2,71.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Global Change Biology Bioenergy,GCB BIOENERGY,4.9,Q2,Q2,68.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,MAMMALIAN GENOME,MAMM GENOME,2.6,Q2,Q3,68.0,1,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,JOURNAL OF GENE MEDICINE,J GENE MED,3.0,Q2,Q2,48.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,ENGINEERING IN LIFE SCIENCES,ENG LIFE SCI,4.1,Q2,Q2,47.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,MUTAT RES-GEN TOX EN,2.8,Q2,Q2,43.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Applied Biosciences,APPL BIOSCI-BASEL,4.3,Q2,Q3,42.0,0,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,GM Crops & Food-Biotechnology in Agriculture and the Food Chain,GM CROPS FOOD,4.3,Q2,Q1,40.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,FEMS YEAST RESEARCH,FEMS YEAST RES,3.5,Q2,Q2,39.0,0,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,EXPERT OPINION ON BIOLOGICAL THERAPY,EXPERT OPIN BIOL TH,4.0,Q2,Q3,29.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,J IND MICROBIOL BIOT,4.5,Q2,Q2,27.0,0,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Frontiers in Chemical Engineering,FRONT CHEM ENG,4.0,Q2,Q4,27.0,0,Frontiers,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,PROTEIN ENGINEERING DESIGN & SELECTION,PROTEIN ENG DES SEL,3.5,Q2,Q3,13.0,0,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Metabolic Engineering Communications,METAB ENG COMMUN,4.2,Q2,Q1,10.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Briefings in Functional Genomics,BRIEF FUNCT GENOMICS,3.2,Q2,Q3,8.0,0,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,3-Q2,Cellular Reprogramming,CELL REPROGRAM,2.7,Q2,Q4,8.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,3 Biotech,3 BIOTECH,3.1,Q3,Q3,361.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,PLANT CELL TISSUE AND ORGAN CULTURE,PLANT CELL TISS ORG,2.8,Q3,Q3,339.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,J MICROBIOL BIOTECHN,3.4,Q3,Q2,311.0,3,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,JOURNAL OF APPLIED MICROBIOLOGY,J APPL MICROBIOL,2.8,Q3,Q3,279.0,3,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,J CHEM TECHNOL BIOT,2.7,Q3,Q4,213.0,3,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,Journal of Genetic Engineering and Biotechnology,J GENET ENG BIOTECHN,3.4,Q3,Q2,174.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,CYTOTECHNOLOGY,CYTOTECHNOLOGY,2.2,Q3,Q4,173.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,BIOTECHNOL APPL BIOC,2.5,Q3,Q3,171.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,MOLECULAR BIOTECHNOLOGY,MOL BIOTECHNOL,3.2,Q3,Q3,150.0,2,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,MARINE BIOTECHNOLOGY,MAR BIOTECHNOL,2.8,Q3,Q2,146.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY,PREP BIOCHEM BIOTECH,2.2,Q3,Q3,146.0,2,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,FOLIA MICROBIOLOGICA,FOLIA MICROBIOL,3.1,Q3,Q3,130.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,Biomed Research International,BIOMED RES INT,2.9,Q3,Q2,128.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,INTERNATIONAL MICROBIOLOGY,INT MICROBIOL,2.9,Q3,Q3,126.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,BIOTECHNOLOGY LETTERS,BIOTECHNOL LETT,2.5,Q3,Q3,114.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,J BIOSCI BIOENG,2.5,Q3,Q3,112.0,2,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,Genes & Genomics,GENES GENOM,2.0,Q3,Q4,98.0,1,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,BIOTECHNOLOGY PROGRESS,BIOTECHNOL PROGR,2.8,Q3,Q3,97.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,JOURNAL OF APPLIED GENETICS,J APPL GENET,2.1,Q3,Q3,88.0,1,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,OncoTargets and Therapy,ONCOTARGETS THER,2.4,Q3,Q3,81.0,1,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,International Journal of Genomics,INT J GENOMICS,2.0,Q3,Q3,81.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,BIOTECHNOL BIOPROC E,2.8,Q3,Q3,75.0,1,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,BIOFOULING,BIOFOULING,2.5,Q3,Q3,72.0,1,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,INDIAN JOURNAL OF MICROBIOLOGY,INDIAN J MICROBIOL,2.2,Q3,Q4,72.0,1,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,SLAS Discovery,SLAS DISCOV,3.3,Q3,Q2,69.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,JOURNAL OF ANTIBIOTICS,J ANTIBIOT,2.7,Q3,Q3,68.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,CANADIAN JOURNAL OF MICROBIOLOGY,CAN J MICROBIOL,2.4,Q3,Q3,60.0,1,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,SYSTEMATIC AND APPLIED MICROBIOLOGY,SYST APPL MICROBIOL,3.2,Q3,Q1,56.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,GENOME,GENOME,1.9,Q3,Q4,52.0,1,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,MICROBES AND ENVIRONMENTS,MICROBES ENVIRON,2.6,Q3,Q2,49.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,OMICS,2.0,Q3,Q3,46.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,MOLECULAR AND CELLULAR PROBES,MOL CELL PROBE,3.2,Q3,Q3,45.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,BIOMARKERS,BIOMARKERS,2.2,Q3,Q3,42.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,ELECTRONIC JOURNAL OF BIOTECHNOLOGY,ELECTRON J BIOTECHN,3.2,Q3,Q2,41.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,JOURNAL OF FOOD SAFETY,J FOOD SAFETY,2.7,Q3,Q3,41.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,FOOD TECHNOLOGY AND BIOTECHNOLOGY,FOOD TECHNOL BIOTECH,2.9,Q3,Q3,40.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS,J AM SOC BREW CHEM,2.1,Q3,Q4,32.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,MUTAT RES-FUND MOL M,2.4,Q3,Q3,28.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,BIOLOGICALS,BIOLOGICALS,2.1,Q3,Q3,28.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,AM J ENOL VITICULT,2.2,Q3,Q4,27.0,0,其他,请查期刊官网 Author / Open Access 页面
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,INT J BIOL MARKER,2.3,Q3,Q3,24.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,Algorithms for Molecular Biology,ALGORITHM MOL BIOL,1.6,Q3,Q3,22.0,0,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,YEAST,YEAST,2.2,Q3,Q3,21.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,GEN Biotechnology,GEN BIOTECHNOL,2.1,Q3,Q4,12.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,Journal of Tissue Engineering and Regenerative Medicine,J TISSUE ENG REGEN M,2.0,Q3,Q3,12.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4-Q3,Biotechnology and Genetic Engineering Reviews,BIOTECHNOL GENET ENG,2.4,Q3,Q4,0.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
CARDIAC & CARDIOVASCULAR SYSTEMS,1-Q1且IF大于10,Cardiovascular Diabetology,CARDIOVASC DIABETOL,15.6,Q1,Q1,426.0,4,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
CARDIAC & CARDIOVASCULAR SYSTEMS,1-Q1且IF大于10,EUROPEAN HEART JOURNAL,EUR HEART J,45.3,Q1,Q1,240.0,3,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
CARDIAC & CARDIOVASCULAR SYSTEMS,1-Q1且IF大于10,JACC-Journal of the American College of Cardiology,J AM COLL CARDIOL,22.3,Q1,Q1,235.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
CARDIAC & CARDIOVASCULAR SYSTEMS,1-Q1且IF大于10,CIRCULATION,CIRCULATION,41.3,Q1,Q1,208.0,3,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
CARDIAC & CARDIOVASCULAR SYSTEMS,1-Q1且IF大于10,EUROPEAN JOURNAL OF HEART FAILURE,EUR J HEART FAIL,10.3,Q1,Q1,192.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
CARDIAC & CARDIOVASCULAR SYSTEMS,1-Q1且IF大于10,EUROPACE,EUROPACE,10.2,Q1,Q1,171.0,2,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
